Date,Open,High,Low,Close,Adj Close,Volume
2009-04-01,348.1321716308594,364.361572265625,342.2690124511719,361.4471435546875,321.6644287109375,20902041
2009-04-02,368.0189208984375,384.0197448730469,366.2474060058594,379.75665283203125,337.958740234375,24013779
2009-04-06,388.5914001464844,398.2604675292969,376.156494140625,382.0996398925781,340.04388427734375,23007064
2009-04-08,374.864990234375,397.5061340332031,366.8760070800781,394.34027099609375,350.93719482421875,40225908
2009-04-09,400.02056884765625,404.10076904296875,389.7914733886719,396.76324462890625,353.093505859375,22721562
2009-04-13,402.2949523925781,408.935302734375,393.84881591796875,405.4036865234375,360.7829284667969,16645363
2009-04-15,400.02056884765625,420.52447509765625,396.1689453125,418.3186340332031,372.27642822265625,26455188
2009-04-16,413.98699951171875,420.5930480957031,392.7859191894531,396.5918273925781,352.9409484863281,28959952
2009-04-17,400.0434265136719,407.0266418457031,389.1285705566406,392.46588134765625,349.2691650390625,28087132
2009-04-20,393.1630554199219,401.09490966796875,385.9169921875,392.111572265625,348.95379638671875,21568730
2009-04-21,387.448486328125,396.2832336425781,385.0940856933594,389.9857482910156,347.06195068359375,21885372
2009-04-22,393.1630554199219,396.1346435546875,386.5341491699219,392.7059020996094,349.4826965332031,19352080
2009-04-23,392.4773254394531,405.7122802734375,387.67706298828125,403.15216064453125,358.7791748046875,18544724
2009-04-24,400.02056884765625,411.9068908691406,394.7631530761719,408.9010314941406,363.8953552246094,23952523
2009-04-27,409.3924865722656,413.0498046875,402.53497314453125,408.1466979980469,363.2239990234375,18363875
2009-04-28,407.10662841796875,409.6210632324219,395.677490234375,397.0832824707031,353.3783264160156,17605096
2009-04-29,400.2491455078125,416.0213928222656,399.0719299316406,412.87835693359375,367.4349365234375,18686453
2009-04-30,413.7812805175781,413.7812805175781,413.7812805175781,413.7812805175781,368.2384033203125,0
2009-05-04,423.1074523925781,433.1651306152344,420.66162109375,431.35931396484375,383.88177490234375,18748146
2009-05-05,430.8793029785156,433.0965576171875,419.6787109375,430.5707092285156,383.1799011230469,21342287
2009-05-06,431.7936096191406,443.0170593261719,425.1647033691406,430.0792541503906,382.7425537109375,21357262
2009-05-07,422.8788757324219,439.999755859375,422.8788757324219,437.8625183105469,389.66912841796875,16073461
2009-05-08,438.87969970703125,441.6227111816406,428.59344482421875,434.3766174316406,386.56695556640625,17434878
2009-05-11,438.651123046875,440.7083740234375,422.9017333984375,425.53045654296875,378.6944580078125,16438654
2009-05-12,422.8674621582031,451.543212890625,421.27880859375,448.00018310546875,398.6910400390625,20060911
2009-05-13,450.82318115234375,451.4517822265625,435.6795349121094,441.8512878417969,393.21893310546875,22865273
2009-05-14,434.8223571777344,440.5940856933594,429.7821044921875,436.3538513183594,388.3265075683594,17705003
2009-05-15,437.7367858886719,448.0230407714844,436.9710388183594,445.897216796875,396.81951904296875,13795971
2009-05-18,490.7680969238281,579.4583740234375,480.3103942871094,541.18212890625,481.6168518066406,231075
2009-05-19,560.02880859375,571.4579467773438,502.88299560546875,509.94622802734375,453.81903076171875,45820615
2009-05-20,502.88299560546875,514.9293212890625,488.29937744140625,492.01385498046875,437.8603210449219,29516192
2009-05-21,490.3109130859375,497.6255798339844,480.6075744628906,483.5562744140625,430.3336486816406,17400108
2009-05-22,479.97894287109375,504.5287780761719,477.9674377441406,499.62567138671875,444.6343688964844,19451873
2009-05-25,502.88299560546875,506.3117370605469,492.3681640625,501.68292236328125,446.4652099609375,13579551
2009-05-26,498.3341979980469,504.94024658203125,486.9964599609375,489.7851867675781,435.8769226074219,10867291
2009-05-27,496.482666015625,504.0259094238281,492.01385498046875,499.7628479003906,444.75634765625,22858606
2009-05-28,498.31134033203125,513.3978271484375,498.31134033203125,507.58038330078125,451.7135009765625,19678014
2009-05-29,513.12353515625,527.5014038085938,505.8545837402344,519.318115234375,462.1592712402344,27984102
2009-06-01,532.5988159179688,532.5988159179688,515.7179565429688,521.6725463867188,464.25469970703125,13025381
2009-06-02,525.76416015625,527.6728515625,508.38043212890625,520.9867553710938,463.644287109375,14432868
2009-06-03,516.8951416015625,527.4556884765625,508.71185302734375,513.3749389648438,456.8703308105469,15041014
2009-06-04,508.5518493652344,518.6209716796875,493.7396545410156,516.9979858398438,460.0946044921875,16887668
2009-06-05,520.0267333984375,521.3982543945312,500.59716796875,505.79742431640625,450.1268310546875,20463758
2009-06-08,504.4830627441406,517.0094604492188,497.3970031738281,501.5115051269531,446.3125915527344,16527952
2009-06-09,500.1399841308594,523.68408203125,497.1684265136719,519.375244140625,462.2101135253906,18172522
2009-06-10,523.68408203125,534.8617553710938,522.575439453125,530.3587036132812,471.9847412109375,17347002
2009-06-11,530.31298828125,531.4558715820312,521.7410888671875,526.4841918945312,468.5367126464844,11118057
2009-06-12,528.0271606445312,543.7993774414062,526.9413452148438,539.9363403320312,480.5082092285156,21509587
2009-06-15,539.3877563476562,539.3877563476562,494.951171875,498.0370178222656,443.2205505371094,31240102
2009-06-16,491.4538269042969,499.431396484375,486.10498046875,489.9337463378906,436.0091857910156,22435019
2009-06-17,485.922119140625,497.8541564941406,465.475341796875,468.90411376953125,417.29412841796875,21523359
2009-06-18,470.4241943359375,473.7386474609375,454.90338134765625,462.8923645019531,411.9440612792969,27156000
2009-06-19,467.4526062011719,471.4413757324219,451.9317932128906,466.6525573730469,415.2904357910156,21224580
2009-06-22,468.06976318359375,468.59552001953125,441.7484130859375,446.30865478515625,397.1856994628906,20216509
2009-06-23,434.30804443359375,464.8695983886719,434.30804443359375,460.6636657714844,409.96063232421875,26014578
2009-06-24,462.8809509277344,465.33819580078125,450.7774658203125,457.7035217285156,407.3263244628906,20606258
2009-06-25,457.4406433105469,462.65234375,444.0113830566406,447.5887145996094,398.3248291015625,23343095
2009-06-26,449.4288024902344,465.6239318847656,448.6973571777344,463.8409729003906,412.78826904296875,17407514
2009-06-29,463.1095275878906,482.973388671875,458.25213623046875,477.0531005859375,424.5462646484375,16301991
2009-06-30,480.0246887207031,482.1505126953125,459.5893249511719,462.51519775390625,411.6084289550781,13042464
2009-07-01,464.0010070800781,476.5959167480469,454.4233703613281,470.6070556640625,418.8096923828125,16265759
2009-07-02,498.9970703125,498.9970703125,456.10345458984375,459.7607727050781,409.1572265625,16843151
2009-07-03,457.1663513183594,465.18963623046875,452.5946960449219,463.4866943359375,412.4729919433594,18954579
2009-07-06,468.1383361816406,469.05267333984375,425.40472412109375,432.74224853515625,385.1124572753906,25913914
2009-07-07,434.53662109375,437.2796325683594,417.21002197265625,424.1246643066406,377.443359375,25528545
2009-07-08,424.1246643066406,432.022216796875,410.8325500488281,418.2272033691406,372.19500732421875,25247579
2009-07-09,419.45013427734375,428.5705871582031,418.330078125,423.65606689453125,377.0263671875,16134174
2009-07-10,423.56463623046875,426.75335693359375,398.8776550292969,405.7694396972656,361.1083679199219,18379458
2009-07-13,399.9519958496094,404.2493591308594,392.50018310546875,400.2377014160156,356.185546875,18152998
2009-07-14,405.5065612792969,417.164306640625,403.6778869628906,414.66131591796875,369.0216064453125,16182516
2009-07-15,422.8788757324219,432.022216796875,412.9469299316406,428.890625,381.6847229003906,13885505
2009-07-16,434.53662109375,449.943115234375,429.73638916015625,442.3998718261719,393.7071533203125,24178708
2009-07-17,444.61712646484375,449.39453125,440.0911865234375,442.77703857421875,394.0428161621094,14458902
2009-07-20,448.0230407714844,466.08111572265625,445.7372131347656,464.7781677246094,413.62237548828125,18017423
2009-07-21,477.4416809082031,477.4416809082031,458.846435546875,461.429443359375,410.6422424316406,13489238
2009-07-22,462.8809509277344,470.3327331542969,448.6173400878906,451.6117858886719,401.9051208496094,13759337
2009-07-23,454.8805236816406,469.4641418457031,454.19476318359375,466.66400146484375,415.3006286621094,12972288
2009-07-24,468.59552001953125,472.5728759765625,453.9890441894531,461.0179748535156,410.2760314941406,18542563
2009-07-27,445.7372131347656,456.0234375,435.828125,443.5999450683594,394.775146484375,26325839
2009-07-28,445.05145263671875,447.9544677734375,431.0164489746094,436.0452575683594,388.05194091796875,25182491
2009-07-29,434.30804443359375,442.99420166015625,427.67913818359375,441.2569580078125,392.69000244140625,20852474
2009-07-30,438.87969970703125,440.1140441894531,431.7936096191406,434.3766174316406,386.56695556640625,13471503
2009-07-31,437.7367858886719,451.4289245605469,436.8796081542969,446.9715576171875,397.77557373046875,15276609
2009-08-03,450.05743408203125,464.25244140625,447.5887145996094,461.0522766113281,410.3065185546875,11977661
2009-08-04,464.7095947265625,469.2812805175781,457.7378234863281,466.2525329589844,414.9344177246094,16787665
2009-08-05,465.1667785644531,476.3673400878906,464.38958740234375,474.630126953125,422.38995361328125,16644929
2009-08-06,467.1440124511719,485.7392578125,463.18951416015625,467.8640441894531,416.3686218261719,21511119
2009-08-07,465.5096435546875,471.7956848144531,454.9262390136719,456.65203857421875,406.3906555175781,17498807
2009-08-10,464.126708984375,465.109619140625,450.9945983886719,454.44622802734375,404.42755126953125,13181713
2009-08-11,455.5662841796875,468.1497802734375,452.3661193847656,457.2577819824219,406.92962646484375,13737043
2009-08-12,451.4403381347656,457.1663513183594,444.2056884765625,455.04052734375,404.9564514160156,14979369
2009-08-13,462.8809509277344,467.24688720703125,456.4806213378906,462.7209167480469,411.79156494140625,13262073
2009-08-14,463.3381042480469,471.7956848144531,458.7664489746094,465.4981994628906,414.26312255859375,14631115
2009-08-17,459.2236022949219,459.4521789550781,440.0226135253906,443.8970947265625,395.0395202636719,15020129
2009-08-18,439.7254638671875,447.1544189453125,438.91400146484375,443.7256774902344,394.8869934082031,13007348
2009-08-19,443.45135498046875,445.7143249511719,427.67913818359375,431.0735778808594,383.6274719238281,14574213
2009-08-20,434.30804443359375,440.93695068359375,431.6907653808594,433.9422912597656,386.1804504394531,10289554
2009-08-21,431.5650329589844,442.3084411621094,426.9019470214844,440.8912353515625,392.36456298828125,13171599
2009-08-24,448.0230407714844,452.8004150390625,445.41717529296875,451.2917785644531,401.62030029296875,11070442
2009-08-25,449.211669921875,464.7095947265625,447.0058288574219,463.0295104980469,412.066162109375,14218526
2009-08-26,463.1209411621094,467.8411865234375,459.7379150390625,466.3439636230469,415.0158386230469,10996810
2009-08-27,464.93817138671875,470.65277099609375,461.7380065917969,466.84686279296875,415.4633483886719,12838180
2009-08-28,468.59552001953125,475.4530029296875,463.00665283203125,474.1043701171875,421.9220886230469,10938818
2009-08-31,471.7956848144531,471.7956848144531,456.0234375,458.3321228027344,407.8857116699219,15770320
2009-09-01,462.835205078125,466.766845703125,449.25738525390625,452.78900146484375,402.9527282714844,11366597
2009-09-02,450.0802917480469,456.68634033203125,448.0230407714844,450.5717468261719,400.9795837402344,11924595
2009-09-03,452.5946960449219,454.240478515625,439.634033203125,441.348388671875,392.77142333984375,13223265
2009-09-04,442.99420166015625,455.79486083984375,442.3084411621094,452.8575744628906,403.0137939453125,12680832
2009-09-07,453.73760986328125,459.2121887207031,451.7946472167969,457.81781005859375,407.42803955078125,11289107
2009-09-08,460.5950927734375,478.7445983886719,458.3892822265625,474.4472351074219,422.2272033691406,26029837
2009-09-09,474.3100891113281,497.0541076660156,471.3385009765625,495.67120361328125,441.1151428222656,26289169
2009-09-10,500.60858154296875,512.0034790039062,487.47650146484375,490.8709411621094,436.8432312011719,17834864
2009-09-11,494.882568359375,496.3226623535156,481.1676025390625,489.3623046875,435.5006103515625,15685423
2009-09-14,488.02508544921875,493.533935546875,482.65338134765625,489.0537109375,435.2259826660156,9523824
2009-09-15,489.62518310546875,499.22564697265625,489.62518310546875,498.5170593261719,443.6478271484375,9436477
2009-09-16,501.9686584472656,507.1575012207031,494.56256103515625,499.22564697265625,444.2784118652344,9691378
2009-09-17,499.4542541503906,502.88299560546875,473.395751953125,476.8587951660156,424.37335205078125,72531369
2009-09-18,475.4530029296875,482.9962463378906,474.33294677734375,480.6075744628906,427.70947265625,12856908
2009-09-22,486.58502197265625,489.09942626953125,477.3045349121094,479.55609130859375,426.77374267578125,11505584
2009-09-23,479.33892822265625,485.7392578125,477.73883056640625,480.41326904296875,427.53656005859375,12182615
2009-09-24,477.73883056640625,486.8821716308594,470.4241943359375,480.2418212890625,427.3840026855469,20832232
2009-09-25,476.4587707519531,490.97381591796875,474.33294677734375,488.02508544921875,434.3105773925781,15602184
2009-09-29,490.4252014160156,498.67706298828125,489.1679992675781,496.2655029296875,441.64398193359375,20127224
2009-09-30,499.22564697265625,505.83172607421875,494.882568359375,503.2601623535156,447.8687744140625,18473082
2009-10-01,502.8601379394531,502.8601379394531,492.3681640625,497.01983642578125,442.3153381347656,13171201
2009-10-05,493.716796875,496.482666015625,484.89349365234375,488.9622802734375,435.1446228027344,12956093
2009-10-06,493.7282409667969,493.7282409667969,480.4818420410156,487.8193664550781,434.1275634765625,16053057
2009-10-07,491.33953857421875,493.2825012207031,476.39019775390625,480.32183837890625,427.4552001953125,13561960
2009-10-08,502.88299560546875,510.9977111816406,480.0246887207031,484.5163269042969,431.1880187988281,30740822
2009-10-09,486.5735778808594,487.2478942871094,477.73883056640625,479.967529296875,427.1398620605469,13834075
2009-10-12,484.5963439941406,499.6828308105469,484.5963439941406,495.808349609375,441.23712158203125,19669846
2009-10-13,494.19683837890625,494.19683837890625,494.19683837890625,494.19683837890625,439.80303955078125,0
2009-10-14,497.1684265136719,502.3115234375,492.0595703125,499.2713928222656,444.319091796875,14593466
2009-10-15,502.6544189453125,507.8661193847656,494.882568359375,496.3683776855469,441.735595703125,14221339
2009-10-16,496.0255126953125,508.8261413574219,493.96826171875,507.1689147949219,454.2939147949219,14689698
2009-10-20,513.1692504882812,521.9239501953125,497.81988525390625,499.35137939453125,447.2914123535156,13831240
2009-10-21,498.0827331542969,504.94024658203125,495.7169189453125,498.814208984375,446.8102722167969,11153235
2009-10-22,498.76849365234375,498.76849365234375,484.8249206542969,488.07080078125,437.1868591308594,10108652
2009-10-23,490.585205078125,492.4367370605469,465.7610778808594,467.9897766113281,419.1994323730469,22047667
2009-10-26,468.59552001953125,472.71002197265625,458.0806884765625,460.67510986328125,412.6473693847656,13868076
2009-10-27,457.62353515625,459.4521789550781,451.4517822265625,455.1091003417969,407.6615905761719,15467257
2009-10-28,453.7490539550781,467.075439453125,453.7490539550781,464.97247314453125,416.49664306640625,12905149
2009-10-29,457.3949279785156,467.201171875,452.6861267089844,457.0292053222656,409.3815612792969,15443406
2009-10-30,457.4063720703125,465.1667785644531,439.3368835449219,441.42840576171875,395.4072265625,21791813
